N_u,N_s,N_s_ideal,e_r_ 1,e_r_ 2,e_r_ 3,e_r_ 4,e_r_ 5,e_r_ 6,e_r_ 7,e_r_ 8,e_r_ 9,e_r_10,e_r_11,e_r_12,e_r_13,e_r_14,e_r_15,e_r_16,e_r_17,e_r_18,e_r_19,e_r_20,e_r_21,e_r_22,e_r_23,e_r_24,e_r_25,e_r_26,e_r_27,e_r_28,e_r_29,e_r_30,e_r_31,e_r_32,e_r_33,e_r_34,e_r_35,e_r_36,e_r_37,e_r_38,e_r_39,e_r_40,e_r_41,e_r_42,e_r_43,e_r_44,e_r_45,e_r_46,e_r_47,e_r_48,e_r_49,e_r_50,e_r_51,e_r_52,e_r_53,e_r_54,e_r_55,e_r_56,e_r_57,e_r_58,e_r_59,e_r_60,e_r_61,e_r_62,e_r_63,e_r_64,e_r_65,e_r_66,e_r_67,e_r_68,e_r_69,e_r_70,e_r_71,e_r_72,e_r_73,e_r_74,e_r_75,e_r_76,e_r_77,e_r_78,tand_ 1,tand_ 2,tand_ 3,tand_ 4,tand_ 5,tand_ 6,tand_ 7,tand_ 8,tand_ 9,tand_10,tand_11,tand_12,tand_13,tand_14,tand_15,tand_16,tand_17,tand_18,tand_19,tand_20,tand_21,tand_22,tand_23,tand_24,tand_25,tand_26,tand_27,tand_28,tand_29,tand_30,tand_31,tand_32,tand_33,tand_34,tand_35,tand_36,tand_37,tand_38,tand_39,tand_40,tand_41,tand_42,tand_43,tand_44,tand_45,tand_46,tand_47,tand_48,tand_49,tand_50,tand_51,tand_52,tand_53,tand_54,tand_55,tand_56,tand_57,tand_58,tand_59,tand_60,tand_61,tand_62,tand_63,tand_64,tand_65,tand_66,tand_67,tand_68,tand_69,tand_70,tand_71,tand_72,tand_73,tand_74,tand_75,tand_76,tand_77,tand_78
35,75,64,2.04956879219669,2.05021089377759,2.05079863282144,2.05134913266629,2.05186076746903,2.05232400503028,2.05272968414638,2.05307404455124,2.0533605513432,2.05359906940224,2.05380329276162,2.05398750413502,2.05416368171704,2.05433968196143,2.05451879974265,2.05470059431332,2.05488261258624,2.05506264169735,2.05524160046832,2.05542990890774,2.05570480501405,2.05585723905378,2.05595908106381,2.05603673183916,2.05609974706437,2.05615414523704,2.05620401770302,2.05625178583267,2.05629836229372,2.05634347716024,2.05638616176505,2.05642528405595,2.05646000905951,2.05649008644594,2.05651592128731,2.05653844370119,2.05655884196822,2.05657825090375,2.05659748785738,2.05661690466673,2.05663638369089,2.05665546237608,2.05667353646511,2.05669007573991,2.05670479047767,2.0567177078022,2.0567291469285,2.05673961176715,2.05674964054078,2.0567596600459,2.05676988600732,2.05678029362208,2.05679065981328,2.05680065789422,2.05680997213801,2.05681839721757,2.05682589526637,2.05683259813756,2.05683875939897,2.05684467468592,2.05685059650693,2.05685666889417,2.05686289929133,2.05686917269278,2.05687530025941,2.05688108521368,2.05688638526924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000225366964955,0.000225375001443733,0.000225382536626607,0.000225393617211244,0.000225421804325941,0.000225480597625401,0.000225576140933186,0.000225704069897663,0.000225850929535452,0.000225999189223884,0.00022613373528737,0.000226247308334759,0.000226342958700118,0.000226432944985104,0.000226534905259662,0.000226666984340134,0.00022684377863165,0.000227074845059206,0.000227368148258774,0.000227747502338201,0.000228403595922259,0.000228994225764039,0.0002293363623283,0.000229572116158801,0.000229731574062189,0.000229830872559414,0.00022988615173678,0.000229915381075684,0.000229936313674846,0.000229963338448232,0.000230004850505429,0.000230062108633331,0.000230129921874385,0.00023019892507923,0.000230258760342395,0.000230301257936347,0.000230322747863547,0.000230324914609578,0.00023031404905747,0.000230299017912104,0.000230288620108906,0.000230289132424894,0.000230302738189711,0.000230327233262246,0.000230357011864805,0.000230384967576437,0.000230404703226387,0.000230412389467377,0.000230407752203032,0.000230393953677408,0.000230376469654404,0.000230361352963566,0.000230353429862183,0.000230354962918477,0.000230365146553138,0.000230380536568695,0.000230396234850888,0.000230407437273253,0.000230410866305032,0.000230405669667835,0.000230393547571062,0.000230378113011024,0.000230363716843722,0.000230354115377595,0.000230351384809732,0.000230355392737649,0.000230363955927293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,77,66,2.04955507471833,2.05019580254815,2.05078207533946,2.05133092985943,2.05184068209336,2.05230178474044,2.05270510788445,2.05304695904672,2.05333088457675,2.05356681215408,2.05376844786118,2.05395001222472,2.05412333707892,2.0542960488249,2.05447112812762,2.05464771424578,2.05482274590569,2.05499296137523,2.05515694204278,2.05531747503544,2.05548753750824,2.05576440392902,2.05588977164442,2.05597712762693,2.05604579628485,2.05610409334611,2.0561569663928,2.05620721010932,2.0562559023709,2.05630284097079,2.05634708312929,2.05638751152321,2.05642331062129,2.05645426009746,2.05648080465892,2.05650391869999,2.05652483279848,2.05654471595685,2.05656440759924,2.05658426854242,2.0566041790469,2.0566236675519,2.05664211886786,2.056658994345,2.05667400118553,2.05668716962879,2.05669882713,2.05670948857291,2.05671970299537,2.05672990531442,2.05674031515872,2.05675090721364,2.05676145450236,2.05677162486983,2.05678109755947,2.05678966426456,2.05679728700474,2.05680410027381,2.05681036213472,2.05681637322463,2.05682239019555,2.0568285593752,2.05683488828934,2.05684126010398,2.05684748305946,2.05685335741136,2.05685873876725,2.05686357937592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000225179165489623,0.000225178604070451,0.000225177767398113,0.000225180166060318,0.000225199025051768,0.000225247747457856,0.000225332595640044,0.000225449473251959,0.000225585257125743,0.000225722718745401,0.000225846922504948,0.000225950578509898,0.000226036438468589,0.000226116167221512,0.000226206501272446,0.000226324318782655,0.00022648235623247,0.000226686997918569,0.000226939322557387,0.000227241459414337,0.000227619102690511,0.000228353197181476,0.000228845900783288,0.000229139132879354,0.00022933002841919,0.000229449468784708,0.000229519234618742,0.000229559996175362,0.000229590879317534,0.00022962691074826,0.000229676689047685,0.00022974144067862,0.000229815852656885,0.000229890451943719,0.000229954850424927,0.000230000951670487,0.000230025255342215,0.000230029679168807,0.000230020762939275,0.000230007588008645,0.000229999095044917,0.000230001611822223,0.000230017287967552,0.000230043826850744,0.00023007550833047,0.000230105127105949,0.00023012623111135,0.000230134993622037,0.000230131197275679,0.000230118097152767,0.000230101271330452,0.000230086857135854,0.000230079727245256,0.000230082144476925,0.000230093262656276,0.000230109572305032,0.000230126106899832,0.000230138011377416,0.00023014198876158,0.00023013720286309,0.000230125399115926,0.000230110250528326,0.000230096165061626,0.000230086937493087,0.000230084654505707,0.00023008916551862,0.000230098248073921,0.000230108383638411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,79,68,2.04954249938009,2.05018197880464,2.05076692180749,2.05131428781748,2.0518223423759,2.05228152771409,2.05268274586346,2.0530223689631,2.0533040191277,2.05353768202783,2.05373707581209,2.05391636835406,2.05408726910593,2.05425721885211,2.05442895919113,2.05460133771008,2.05477092275252,2.05493391283705,2.05508791309248,2.05523340251071,2.05537533038653,2.05552831774756,2.05580547667753,2.05591146852298,2.05598876030592,2.05605239873706,2.05610912092685,2.05616239696209,2.05621359259215,2.05626263209395,2.05630863144471,2.0563505093413,2.05638748511123,2.05641938026144,2.05644668829482,2.05647043478117,2.0564918974901,2.05651228276445,2.05653245383989,2.05655278122117,2.05657314316011,2.05659305892862,2.05661190226758,2.05662912613375,2.05664443490583,2.05665786235813,2.05666974468439,2.05668060822135,2.05669101320537,2.05670140291755,2.05671200099059,2.05672278158545,2.05673351374982,2.05674385977491,2.05675349382015,2.05676220459698,2.05676995406139,2.05677687943479,2.05678324337567,2.05678935161346,2.05679546500686,2.05680173220812,2.0568081608228,2.05681463216586,2.05682095152809,2.05682691617557,2.05683237964351,2.05683729379597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000225000798532423,0.000224992104876909,0.000224983357943242,0.0002249775643246,0.000224987640117854,0.000225026911243179,0.000225101769380424,0.000225208388678242,0.000225333972797702,0.000225461584914441,0.000225576456914654,0.000225671267992412,0.000225748496951568,0.00022581928866242,0.000225899632486744,0.000226005436675987,0.000226148165152779,0.0002263323357764,0.000226555711734982,0.000226812795664745,0.000227103279315862,0.00022745757891701,0.000228267844213026,0.000228671888828792,0.000228910658145622,0.00022905791466414,0.000229146632789273,0.000229201925009155,0.000229244962723578,0.000229291699955797,0.000229351074766025,0.0002294243555957,0.000229506159264304,0.000229586949964439,0.000229656352482516,0.000229706384548906,0.000229733752061787,0.000229740636011155,0.000229733846897121,0.000229722693806146,0.000229716264355915,0.000229720936727867,0.000229738823151848,0.000229767530333429,0.000229801221049548,0.000229832590812762,0.000229855134771801,0.000229865032656408,0.000229862128331909,0.000229849773796704,0.000229833652282859,0.000229819986829417,0.000229813696234668,0.000229817042229588,0.000229829136394558,0.000229846402632031,0.000229863805431893,0.000229876439092393,0.000229880988215976,0.000229876634097791,0.000229865168755057,0.000229850326179921,0.000229836571828708,0.000229827738754372,0.000229825923522566,0.000229830956632621,0.000229840575784597,0.000229851214967538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38,81,70,2.0495309409206,2.05016928201081,2.05075301467239,2.05129902889077,2.05180554614699,2.05226300168581,2.05266232934602,2.05299996234543,2.05327959305256,2.05351126028702,2.05370869354189,2.05388601502686,2.05405482978162,2.05422242519316,2.05439135512269,2.05456025598707,2.05472545887171,2.05488286752889,2.0550296391874,2.05516538346507,2.0552928751616,2.05541885296977,2.05555824841672,2.05583169782891,2.05592572030271,2.05599760351849,2.05605962904365,2.05611679759684,2.05617105313268,2.05622257050744,2.05627058758419,2.05631409624874,2.05635237518131,2.05638530501767,2.05641344058841,2.05643786761564,2.0564599172044,2.05648083690157,2.05650151585958,2.05652233514549,2.05654317115489,2.05656353385825,2.05658278581788,2.05660037168057,2.05661599331554,2.05662968852339,2.05664180280528,2.05665287449143,2.05666347544484,2.05667405758136,2.05668484864943,2.05669582227309,2.05670674344353,2.05671726880678,2.05672706738094,2.05673592489493,2.05674380329704,2.05675084263194,2.05675731026345,2.05676351711189,2.05676972831171,2.05677609487129,2.05678262447375,2.05678919655854,2.05679561343545,2.05680166935651,2.05680721577556,2.05681220400072,2.05681669463983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000224831135797534,0.000224814733380076,0.000224798494649525,0.00022478495104759,0.000224786733424557,0.000224817106280003,0.000224882597797607,0.000224979651733838,0.000225095790683302,0.000225214356861821,0.000225320737190908,0.000225407576460693,0.000225477098363668,0.000225539981905622,0.000225611579005159,0.000225707025549883,0.000225836868475145,0.000226004450733339,0.000226205769330959,0.000226432038646848,0.000226674976444816,0.000226935962180167,0.000227251568232156,0.000228129111899975,0.00022845792754869,0.000228648017820862,0.000228763274223668,0.000228837736279224,0.000228896109157863,0.00022895587417888,0.000229026586582154,0.000229109706456268,0.000229199877717539,0.00022928757684124,0.000229362505276362,0.000229416850235179,0.000229447570441993,0.000229457146850288,0.000229452686626867,0.000229443741931005,0.000229439553494408,0.00022944654947917,0.000229466800847206,0.000229497813267234,0.000229533629675066,0.000229566846258145,0.000229590907836276,0.000229602004869712,0.000229600047409535,0.000229588488857629,0.00022957312072245,0.000229560253131521,0.000229554850719369,0.000229559172752435,0.000229572286809521,0.000229590548755819,0.000229608853462729,0.000229622244891118,0.000229627390290191,0.000229623489914469,0.000229612383813681,0.000229597868016053,0.000229584465918113,0.000229576048678138,0.000229574722132643,0.000229580297090854,0.000229590470770816,0.000229601629442304,0.000229610001680846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39,83,72,2.04952029104375,2.05015759091606,2.05074021831771,2.05128500059134,2.05179012048088,2.0522460088734,2.05264363076668,2.05297947681217,2.05325730433054,2.05348720067408,2.05368290565333,2.05385850117335,2.05402550180318,2.05419106574613,2.05435759567979,2.05452356998944,2.05468516201921,2.0548381096926,2.05497935888638,2.05510816334441,2.05522653887083,2.05533924305405,2.05545395283931,2.05558463877084,2.0558484101349,2.05593678692104,2.05600707569492,2.05606961009883,2.05612778060843,2.05618231323058,2.05623269981517,2.05627807430725,2.05631781549829,2.05635188941069,2.05638092987817,2.05640609474671,2.05642877632386,2.05645026817589,2.05647148796407,2.05649282841477,2.05651416431193,2.05653499623658,2.05655467550932,2.05657263861389,2.05658858530456,2.05660255798758,2.05661491212483,2.05662619865132,2.05663700153645,2.05664778163265,2.05665877092895,2.05666994250046,2.05668105719528,2.05669176591653,2.05670173248086,2.05671073963606,2.05671874938537,2.05672590470202,2.05673247777535,2.05673878482423,2.05674509533405,2.05675156270395,2.05675819469235,2.05676486883682,2.05677138443223,2.05677753268994,2.05678316297265,2.05678822604212,2.05679278358722,2.05679698404714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000224669524780154,0.000224645800276728,0.000224622450803735,0.000224601558692587,0.000224595490248741,0.00022461746142869,0.000224674141473774,0.000224762240624547,0.000224869590895538,0.000224979800051478,0.000225078397250841,0.000225157988322042,0.000225220555239438,0.000225276353020374,0.000225340178065952,0.000225426532882046,0.000225545277724748,0.00022569898155995,0.000225882647397366,0.000226085933674745,0.000226297497824904,0.000226510909948207,0.000226732858386252,0.000227005643880678,0.000227930606947731,0.000228203726305049,0.000228360752895551,0.000228462351929486,0.000228540984482706,0.000228617112535589,0.000228701526109596,0.000228796187950651,0.000228895953871576,0.000228991439872302,0.000229072520843782,0.000229131630298938,0.00022916604041883,0.000229178577775306,0.000229176677527695,0.000229170153108344,0.000229168405726366,0.000229177913344791,0.000229200701638854,0.000229234170703782,0.00022927224089214,0.000229307409178517,0.00022933307294734,0.00022934543820679,0.000229344486694488,0.00022933377815097,0.000229319215817832,0.000229307198437453,0.000229302736238085,0.000229308084571113,0.000229322265162312,0.000229341564323761,0.00022936080663018,0.000229374986009384,0.000229380753481662,0.000229377329824559,0.000229366604667801,0.000229352437215321,0.000229339409307007,0.000229331430058453,0.000229330613955699,0.000229336751315802,0.000229347498195947,0.000229359192810957,0.000229368023574376,0.000229371182432441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,85,74,2.04951045569477,2.0501468004114,2.05072841542684,2.05127207133767,2.05177591662735,2.05223037981717,2.05262645610118,2.05296068996706,2.05323689870877,2.05346521393384,2.05365938465872,2.05383345674703,2.05399886541537,2.05416265841186,2.05432711415453,2.05449058953509,2.05464915008198,2.0547984402046,2.05493531040378,2.0550588721593,2.05517085061265,2.05527532309223,2.05537817212881,2.05548698599918,2.0556140152393,2.05586148888695,2.05594861468521,2.05601950710466,2.05608304442992,2.05614140956114,2.0561946623413,2.0562422174949,2.0562836259859,2.05631898099728,2.05634902123327,2.05637499310466,2.05639836043771,2.05642046894152,2.05644226803768,2.05646416351562,2.05648602892929,2.0565073554586,2.05652748319165,2.05654584068485,2.05656212607637,2.05657638706671,2.05658898983305,2.05660049861004,2.05661151001315,2.05662249416903,2.05663368744729,2.0566450623632,2.05665637552918,2.05666727200159,2.05667741033277,2.05668657029367,2.05669471401294,2.0567019875085,2.05670866792688,2.05671507690302,2.05672148835527,2.05672805811134,2.0567347940027,2.05674157163668,2.05674818725662,2.05675442900451,2.05676014414145,2.05676528289315,2.05676990805689,2.05677417041435,2.05677825998306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000224515378853745,0.000224484686657038,0.000224454574834708,0.000224426700236729,0.000224413182872361,0.000224427200761978,0.000224475566817187,0.000224555253172444,0.000224654390937815,0.000224756839882354,0.000224848259031727,0.000224921210603306,0.000224977445677232,0.000225026829049965,0.00022508366517704,0.000225161925221121,0.000225270939832772,0.000225412752418704,0.000225581794493624,0.000225766971376546,0.00022595567177337,0.000226138768005268,0.000226315716662246,0.000226500426726633,0.000226738928065386,0.000227680539864871,0.000227922325729195,0.000228067306106903,0.000228174654074433,0.000228272273953113,0.000228373753704005,0.000228482249472091,0.00022859319374014,0.000228697565018266,0.000228785563416252,0.000228849978631899,0.000228888477188902,0.000228904289214395,0.000228905216284154,0.000228901354995121,0.000228902275951518,0.000228914507117661,0.000228940024775659,0.000228976118807994,0.00022901658434833,0.000229053819633041,0.000229081178065688,0.000229094886672506,0.000229095005010863,0.000229085204629292,0.000229071504312677,0.000229060393136121,0.000229056926705548,0.000229063354937752,0.000229078651738657,0.000229099032259599,0.000229119250048496,0.000229134249318455,0.000229140666048608,0.00022913774320347,0.000229127421648785,0.000229113624997037,0.000229100994095982,0.000229093475893726,0.000229093192892409,0.000229099914080937,0.000229111253635285,0.000229123501346021,0.00022913280553798,0.00022913633786558,0.000229133093008047,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41,87,75,2.04950135284023,2.05013681897724,2.05071750404371,2.05126012703402,2.05176280596526,2.05221596850457,2.05261063889441,2.05294341199596,2.05321816046609,2.0534450562662,2.05363785653248,2.05381057458013,2.0539745753369,2.05413681092578,2.05429945589553,2.05446077162272,2.05461674842599,2.05476297966485,2.05489628075511,2.05501571820421,2.0551229094723,2.0552216600875,2.0553171961666,2.05541542865701,2.05552299468674,2.05565048025086,2.05587601829785,2.05596384171253,2.056035649257,2.05609921358972,2.05615607801812,2.05620625365271,2.05624960192528,2.05628641373724,2.05631757228492,2.05634443594025,2.05636855396753,2.05639133219496,2.05641375597464,2.05643624599648,2.05645867517251,2.05648052539338,2.05650112563554,2.05651989688846,2.05653653630974,2.05655109771939,2.05656395888754,2.05657569814241,2.05658692535541,2.05659812030636,2.05660952390322,2.05662110809207,2.05663262515126,2.05664371417999,2.0566540284014,2.05666334461762,2.05667162516226,2.05667901922628,2.05668580905783,2.05669232183632,2.05669883600252,2.0567055098539,2.05671235129284,2.05671923396596,2.05672595102561,2.05673228751362,2.05673808857823,2.05674330392044,2.0567479974754,2.0567523224052,2.05675647160927,2.05676062029775,NaN,NaN,NaN,NaN,NaN,NaN,0.000224368168921768,0.000224330834946942,0.000224294280482582,0.000224259758433556,0.000224239158702762,0.000224245630164309,0.000224286130573415,0.000224357888428092,0.000224449323305841,0.000224544533816477,0.000224629297273366,0.000224696127990691,0.000224746555393303,0.000224790082144183,0.000224840571576618,0.000224911540992877,0.000225011902999537,0.00022514333737576,0.000225299951204872,0.000225470306097636,0.000225641287629595,0.000225802772364627,0.000225951862918267,0.000226095950419025,0.000226255736339743,0.000226478372360886,0.000227400488483185,0.000227635665851386,0.000227788917046274,0.000227916741334964,0.000228040398462898,0.00022816595438958,0.000228290188685018,0.000228404853052309,0.00022850072101858,0.000228571101336392,0.000228614165972098,0.00022863362387596,0.000228637691078301,0.000228636774113533,0.000228640623969403,0.000228655819405206,0.000228684283228059,0.000228723190475008,0.000228766208665819,0.000228805638290757,0.00022883479294572,0.000228849926941095,0.000228851184540032,0.000228842355176287,0.000228829577399873,0.000228819432545379,0.000228817021406031,0.000228824586866372,0.000228841052930451,0.000228862561875838,0.000228883795448742,0.000228899648482246,0.000228906743183822,0.000228904346476642,0.000228894452238975,0.000228881049825814,0.000228868839722816,0.000228861806608101,0.000228862080353403,0.000228869407745831,0.000228881360317076,0.000228894179028971,0.000228903972174617,0.000228907891582341,0.000228904937135729,0.000228896167922499,NaN,NaN,NaN,NaN,NaN,NaN
42,89,77,2.04949291064693,2.05012756659703,2.05070739517965,2.05124906829879,2.05175067674371,2.05220264847396,2.05259603553415,2.05292747987703,2.05320090528868,2.05342652055738,2.0536180899296,2.05378959710211,2.05395234423557,2.05411319980164,2.05427425028538,2.0544336805425,2.05458742766257,2.0547310597247,2.05486138950394,2.05497748508771,2.05508093481328,2.05517542731409,2.05526588705215,2.05535753455954,2.05545533258026,2.0555645390579,2.05569505423343,2.05589515728426,2.05598326063314,2.05605468853156,2.05611638707728,2.05616983368587,2.05621549848065,2.05625399908882,2.0562864274947,2.05631428881955,2.0563392372103,2.05636274931054,2.05638585189535,2.05640898302424,2.05643201587164,2.0564544233483,2.05647552361105,2.05649473061908,2.05651174136599,2.05652661678951,2.05653974728126,2.05655172617576,2.05656317729285,2.05657459049298,2.05658621140089,2.05659801138668,2.05660973829022,2.05662102513701,2.05663151975446,2.05664099598882,2.05664941646881,2.05665693370067,2.05666383519286,2.05667045380964,2.05667707261171,2.05668385241139,2.05669080117984,2.05669779057022,2.05670461060162,2.05671104318257,2.05671693133656,2.05672222425224,2.0567269870347,2.05673137526836,2.05673558477033,2.05673979333206,2.05674411238414,NaN,NaN,NaN,NaN,NaN,0.000224227416340102,0.000224183741254949,0.000224141038524209,0.000224100176816004,0.000224072830373683,0.000224072126248384,0.000224105167141156,0.000224169431806574,0.000224253617674826,0.000224342049642193,0.000224420612663771,0.000224481769397778,0.000224526835814592,0.000224564976363866,0.000224609654860664,0.000224673995206033,0.00022476657382845,0.000224888816695191,0.000225034658160345,0.000225192538665151,0.000225349200304691,0.000225494193477411,0.000225623769403277,0.000225743136428733,0.000225867018496628,0.000226020465887744,0.000226249896484389,0.000227119618585076,0.000227367527896678,0.000227542933788271,0.000227697294443535,0.000227844735424459,0.000227985196068139,0.00022811201418881,0.000228216965369114,0.000228294129567546,0.000228342342210248,0.000228365891618079,0.000228373469720709,0.000228375826399431,0.00022838290685921,0.000228401342387211,0.000228432998460669,0.000228474930828363,0.000228520677444658,0.000228562442779699,0.000228593505721712,0.000228610155110435,0.000228612627696197,0.00022860483758676,0.000228593047789928,0.000228583934053038,0.000228582642202599,0.000228591406408503,0.000228609098556899,0.000228631786235734,0.000228654078568801,0.000228670821375334,0.000228678624445524,0.000228676780562982,0.000228667338526861,0.000228654354877164,0.000228642590437098,0.000228636067535951,0.000228636922751659,0.000228644879756708,0.000228657466628966,0.000228670875061851,0.000228681173357971,0.000228685493992698,0.00022868284278678,0.000228674307094311,0.000228662630808421,NaN,NaN,NaN,NaN,NaN
43,91,79,2.04948506597855,2.05011897304067,2.05069801085143,2.05123880820199,2.05173943143632,2.05219030967352,2.05258252147348,2.05291275280072,2.05318497470163,2.0534094296182,2.05359988799468,2.05377030641327,2.05393193060199,2.05409155520807,2.05425119114887,2.05440896098002,2.05456076376855,2.05470215830412,2.05482997240241,2.05494329828768,2.05504373046463,2.05513490652869,2.05522158772131,2.05530862900657,2.05540022304339,2.05549981511073,2.05561139686804,2.05574602317523,2.05591959770344,2.05600587192002,2.05607471253862,2.05613247408146,2.05618100471475,2.05622151218559,2.05625540979324,2.05628440408404,2.05631028244452,2.05633460719756,2.05635845401141,2.05638228173656,2.05640596520892,2.0564289689848,2.05645060095611,2.05647026884001,2.05648767052544,2.05650287528775,2.05651628735573,2.0565285161267,2.05654020015982,2.05655183988063,2.05656368583368,2.05657570880996,2.05658765210078,2.05659914253533,2.05660982247801,2.05661946283855,2.05662802664337,2.0566356698721,2.05664268546801,2.05664941213394,2.05665613765704,2.05666302541358,2.05667008344157,2.05667718136559,2.05668410602604,2.05669063616279,2.05669661266201,2.05670198421368,2.05670681712752,2.05671126945578,2.05671553997755,2.05671980909532,2.05672418970658,NaN,NaN,NaN,NaN,NaN,0.000224092686884457,0.000224042948869289,0.000223994369765785,0.000223947452107203,0.000223913667437162,0.000223906127113186,0.000223932078087461,0.000223989242939036,0.000224066586545392,0.000224148648251776,0.000224221410968629,0.000224277282533973,0.000224317372938227,0.000224350529161764,0.000224389850215385,0.000224448114841334,0.000224533624995128,0.000224647629695881,0.000224783987155301,0.000224931142754601,0.000225075873457771,0.000225207691735242,0.000225322550624395,0.000225424755854143,0.000225526778165776,0.000225647825853906,0.000225813973640112,0.000226071250353084,0.000226865951359441,0.000227136164224037,0.000227337734680784,0.000227514929894758,0.000227675935637323,0.000227817465102523,0.000227933092417762,0.000228018081135417,0.000228072164667147,0.000228100349626603,0.000228111884638834,0.000228117905665338,0.000228128570010379,0.000228150564735315,0.000228185694712236,0.000228230892454679,0.000228279565151461,0.000228323824016191,0.000228356919535888,0.000228375183538974,0.000228378954120685,0.000228372277682212,0.000228361546931622,0.000228353534434671,0.0002283534309436,0.000228363460124644,0.000228382439397041,0.000228406359728702,0.000228429756764194,0.000228447427713623,0.000228455971410759,0.000228454708546383,0.00022844574489074,0.000228433205733737,0.000228421913008119,0.000228415926639276,0.00022841738923025,0.000228426000382156,0.000228439243861395,0.000228453261616227,0.00022846408198594,0.000228468818575752,0.000228466483905232,0.000228458194398066,0.000228446735934247,NaN,NaN,NaN,NaN,NaN
44,93,81,2.04947776314774,2.05011097644346,2.05068928246249,2.05122927040589,2.05172898457748,2.05217885590807,2.05256998818382,2.05289910850931,2.05317023166537,2.05339363089925,2.05358308204172,2.0537525167319,2.05391312966519,2.0540716498422,2.05423002266069,2.054386319242,2.05453641137749,2.05467585861716,2.05480151332769,2.05491250242746,2.05501044239859,2.05509894983534,2.05518268560782,2.05526627699852,2.05535347510466,2.05544684574026,2.05554827379048,2.05566105396818,2.05579990839757,2.05594780149563,2.05602945702432,2.05609343633209,2.05614569609695,2.0561886688389,2.05622430760459,2.05625461272902,2.05628154850621,2.05630678453039,2.05633145593072,2.05635604726325,2.05638043721886,2.05640408313563,2.05642628360125,2.05644644124274,2.05646425623419,2.0564798076966,2.05649351514639,2.0565060052763,2.05651793229391,2.05652980774206,2.05654188731764,2.05655414123476,2.05656630812075,2.05657800848035,2.05658887914816,2.05659868812492,2.05660739895206,2.05661517125872,2.05662230361555,2.05662914073241,2.05663597523922,2.05664297312997,2.05665014250768,2.05665735093078,2.05666438201228,2.05667101128563,2.05667707748662,2.0566825288216,2.05668743284266,2.05669195011912,2.05669628243998,2.0567006128549,2.05670505587058,2.05670963169042,NaN,NaN,NaN,NaN,0.000223963585583464,0.000223908042703217,0.000223853839075362,0.000223801127780353,0.000223761189343995,0.000223747124580972,0.000223766323407769,0.000223816745646241,0.000223887613542579,0.000223963669806206,0.000224030986543245,0.000224081914178109,0.000224117363653886,0.000224145882727363,0.000224180235028073,0.000224232893358748,0.000224311932760976,0.000224418480499271,0.000224546381798073,0.000224684160161005,0.000224818717715254,0.000224939657578776,0.000225042857918799,0.000225132186366089,0.000225218984548968,0.000225319918092669,0.000225454797667473,0.000225647876124941,0.000225948694957067,0.000226658103933403,0.000226949139853502,0.000227170784989444,0.000227359212075174,0.000227519156027416,0.000227647629323137,0.000227741803533018,0.00022780267719707,0.000227836175300129,0.000227852213078076,0.000227862368930463,0.000227877036137307,0.000227902963266593,0.000227941892505906,0.000227990630189288,0.000228042452761983,0.000228089382416679,0.000228124649130529,0.000228144637701046,0.000228149797730636,0.000228144316523337,0.000228134722351915,0.000228127887313739,0.00022812904701055,0.000228140412720288,0.000228160744889455,0.000228185955828422,0.000228210506806717,0.000228229146886497,0.000228238465533285,0.000228237813546807,0.000228229355886709,0.000228217288285963,0.000228206494637977,0.000228201072433688,0.000228203169598543,0.000228212460659103,0.000228226384161313,0.000228241031794059,0.000228252391946558,0.000228257559849423,0.000228255555516458,0.000228247525287838,0.000228236297659631,0.000228225458048547,NaN,NaN,NaN,NaN
